publishedAt,authorDisplayName,textDisplay,likeCount,Label
2025-08-31T08:51:40Z,@benedictuskristian17,"Retorika smua, jawabnya general muter2 gak nyambung gak solutif cuma ngulur waktu nutupin gabut mereka. Makanya ahok dikambinghitamkan krn mrk takut transparansi itu terwujud.",0,NEGATIF
2025-08-31T08:50:29Z,@YugiHomer34,"Usut juga tentang siapa yang memberi gaji anggota DPR, kemungkinan terjadi korupsi gaji DPR jadi KPK harus diberikan hak bebas untuk memburu para koruptor.",0,POSITIF
2025-08-31T08:45:09Z,@nurmandanhomella8474,DPR fungsi nya apa ???!!!,0,NEGATIF
2025-08-31T08:42:52Z,@liakusuma1129,Halaaah sebel banget,0,NEGATIF
2025-08-31T08:38:43Z,@phytokerastase,UU HUKUMAN MATI DAN PERAMPASAN SELURUH ASET KORUPTOR. Mana sampai sekarang tidak pernah jadi UU,0,POSITIF
2025-08-31T08:36:00Z,@harunarrosyid1011,"apa salahnya sih jujur sebut angka,,",0,NEGATIF
2025-08-31T08:35:06Z,@BudiHartono-z6y,Malu ini kegedean gajinya,0,NEGATIF
2025-08-31T08:34:25Z,@yusupdudi5006,Pengwcut,0,NEGATIF
2025-08-31T08:33:55Z,@didihardiyanto9300,Tunjangan ngga ada tuh turun ke dapilnya,0,NEGATIF
2025-08-31T08:33:20Z,@didihardiyanto9300,Gaji tinggi ngga masalah tp hasilnya ada tidak?,0,NEGATIF
2025-08-31T08:31:39Z,@BloodMoon37,Cuma selevel ini dpr malu2 in aja,0,NEGATIF
2025-08-31T08:31:24Z,@agashinki612,"Undang anggota yang mau terbuka, kalau undangnya yang seperti ini ya sama saja",0,NEGATIF
2025-08-31T08:31:02Z,@jessica_angeline,bajingan mbulet ae ngomongo ae piro,0,NEGATIF
2025-08-31T08:28:00Z,@antonberkasa9045,"nda usah undang dia<br>tutupi semua, <br>kok ciut sekali nyalinya",0,NEGATIF
2025-08-31T08:26:20Z,@DhieMonyet,mencerminkan tikus dpr😅,0,NEGATIF
2025-08-31T08:25:50Z,@Zein_Kz99,Curiga gua sama dia,0,NEGATIF
2025-08-31T08:24:10Z,@uzumakibayu1st,Peran DPR apa? Emng ada gunanya selain ngambil duit rakyat????,0,NEGATIF
2025-08-31T08:24:04Z,@mcsspt4807,Mempermalukan diri sendiri anda wahai anggota dpr,0,NEGATIF
2025-08-31T08:23:29Z,@V4LDUS,"Mau belain diri and the gank, tapi gamau jujur dan anti terbuka, dasar pembelaan dirinya apasih",0,NEGATIF
2025-08-31T08:22:34Z,@taufiknur6623,"saya sebagai buruh pabrik gak ada tunjangan2 yg seperti itu , uang mkan aja cuma Rp.2800 gak ada uang transportasi keringet ngalir smpe Bool tiap bulan berusaha harus tetap hidup , sakit hati melihat tunjangan2 DPR yg gak masuk akal !!!",0,NEGATIF
2025-08-31T08:21:33Z,@arissuprayogi7613,omongane DPR satu ini muuuter-muter dari tadi😂😂😂😂<br>kan sudah jelas TRANSPARAN<br>kalo gak mau bilang berarti gk TRANSPARAN<br>jangan berlindung di balik omongan EMPATI dodol,0,NEGATIF
2025-08-31T08:20:34Z,@andyboyan1837,Satu orng ni aja sdah jadi gambaran kualitas dpr,0,NEGATIF
2025-08-31T08:17:59Z,@HamDan-o8w,Harus terasparan dong broo,0,POSITF
2025-08-31T08:17:36Z,@BadaiKelam,"Perampok kalo sudah tertangkap dan ditanya dia tidak akan jujur telah merampok apa saja,kalo bisa dia akan bilang hanya mencuri katok kolor saja.",0,NEGATIF
2025-08-31T08:17:23Z,@jendralperang8450,"Harus transparan kok malah takut ente ini di bayar rakyat, udah bukan masalah sensitif, kalau ngerasa g berani atau sensitif mundur dr jabatannya 😂",0,NEGATIF
2025-08-31T08:17:22Z,@HamDan-o8w,Berarti tidak terbuka doang klo begitu,0,NEGATIF
2025-08-31T08:16:16Z,@EmanBrawijaya,Agak bodoh ni anggota DPR,0,NEGATIF
2025-08-31T08:15:32Z,@TeguhPriyan-d5j,🤣🤣🤣🤡,0,OTHER
2025-08-31T08:13:07Z,@cikigiy,TANYA DONG DPR KOK BISA SEBESAR ITU PERBEDAANNYA?? GMN SI,0,NETRAL
2025-08-31T08:11:49Z,@cikigiy,BOONG MULU CAPEK GAUSAH DATENGIN MEREKA2 KL MAU MALU2IN AJA,0,NEGATIF
2025-08-31T08:10:42Z,@Pixsdann,😅 mau gajih ged kerja nya g ada,0,NEGATIF
2025-08-31T08:09:52Z,@AyaAya-vk7hj,"Hilih mbulet , gak berani ngomong aja udah mencurigakan",0,NEGATIF
2025-08-31T08:06:33Z,@pebrianamarini6780,"Bisa ngomong ga sih org itu, kek anak speech delay, ga nyampe dan ga nyambung. Kebagusan mlahan pinteran anak speech delay.",0,NEGATIF
2025-08-31T08:05:13Z,@sjm1880,Tanya krisdayanti,0,NEGATIF
2025-08-31T08:05:08Z,@EkaRespati,Cuman KRISDAYANTI yang berani blak blakan soal gaji DPR,0,NEGATIF
2025-08-31T08:04:21Z,@mrstoon7824,hahaha teman teman apakah ini benar wakil rakyat??,1,NEGATIF
2025-08-31T08:03:12Z,@sharifhidayat9944,"Sangat terlihat kualitas anggota DPR, tidak bisa menjawab dengan bukti",0,NEGATIF
2025-08-31T08:01:18Z,@dinamarian637,Mulek aja gak seperti KD dia.dia menutupi semuanya,0,NEGATIF
2025-08-31T08:00:33Z,@lambekarepmu,KELIATAN MUTU DPR EMANG GAK LAYAK  !!,0,NEGATIF
2025-08-31T07:55:09Z,@AdiatmanKalukubula,Mukanya pucat Pasih ketika ditanya  soal gaji,0,NEGATIF
2025-08-31T07:54:42Z,@justrandompeople2157,"Katanya salah, tapi minta bukti ga mau",0,NEGATIF
2025-08-31T07:54:30Z,@Bro_Pandapotan,Kok bisa sih jd dpr,0,NEGATIF
2025-08-31T07:54:21Z,@net3179,Makin berbicara makin nampak BUSUK nya anggota DPR ini,0,NEGATIF
2025-08-31T07:53:07Z,@YusufHelmi-yq3ru,DPR ga manfaat buat rakyat,0,NEGATIF
2025-08-31T07:51:15Z,@Aditya-pr5sn,Kocak,0,NEGATIF
2025-08-31T07:51:05Z,@AdiatmanKalukubula,Hele hele gak berani,0,NEGATIF
2025-08-31T07:50:25Z,@amsilringhet2080,"Tunjangan bukan kembali ke rakyat, tapi utk upeti partai",0,NEGATIF
2025-08-31T07:50:00Z,@adimiras8009,Kan setor ke ketua partai,0,NEGATIF
2025-08-31T07:46:14Z,@juandaacep9566,"Banyak amat tunjangan anggota DPR sampai ada tunjangan kehormatan, tunjangan istri/anak mungkin nanti ada juga tunjangan kentùt ha ha ha😅",0,NEGATIF
2025-08-31T07:45:20Z,@nendryhanara,Chek ijazah 😅,1,NEGATIF
2025-08-31T07:44:29Z,@luminousofgods,😂 ditanya apa jawaban apa ngakak,0,NEGATIF
2025-08-31T07:43:44Z,@DewiRohmani-u9y,DPR jangkrik,0,NEGATIF
2025-08-31T07:42:47Z,@DewiRohmani-u9y,DPR jangkrik,0,NEGATIF
2025-08-31T07:41:28Z,@safrulswara,"Ditanyain selisih gaji , njawab nya kemana mana. Dapil mana ini 😂😂😂",0,NEGATIF
2025-08-31T07:40:54Z,@DewiRohmani-u9y,DPR gogong Tikus,0,NEGATIF
2025-08-31T07:40:29Z,@nurcahyono9509,Negara apa ini,0,NEGATIF
2025-08-31T07:40:13Z,@Vonzy712,"Gaji pokok 16jt blm termasuk insentif dll, seperti beras 12jt perbulan 😂",0,NEGATIF
2025-08-31T07:39:40Z,@georgealexander2272,Applause for moderator and metro TV,0,NEGATIF
2025-08-31T07:39:39Z,@DewiRohmani-u9y,DPR Dewan Percuri Rakyat,0,NEGATIF
2025-08-31T07:39:16Z,@IrwanRGafar,"Aneh juga ya. PNS aja jelas Gajinya mulai dari sekian sampai sekian. Tunjangan Pegawai bervariasi tergantung Pemda atau instansi masing-masing.<br>Mengapa mereka yg juga digaji dari Pajak, gak berani menyebutkan angka? Emangnya gak ada transparansi",0,NEGATIF
2025-08-31T07:36:39Z,@JaenahMilafhadilah,"Brebes baru naik 2,2 berapa lipat&quot;&quot;&quot;&quot;&quot;&quot;&quot; ganda sama gaji angota dpr😊",0,NEGATIF
2025-08-31T07:35:28Z,@Jpl1cikamapek,"DPR tidak jujur Dewan Suka Tipu Rakyat, tidak ada kerja, bohong2 amat?",0,NEGATIF
2025-08-31T07:34:26Z,@nanangsutrisna-ch,"Tunjangan itu dihapus, kalau alasannya digunakan untuk operational menjalankan tugas, itu diubah skemanya, ga langsung dikasih trus mereka bebas pakainya",0,POSITF
2025-08-31T07:33:50Z,@MamzChannel,"muter&quot; aja lo konsol, transparansi nya mana?",0,NEGATIF
2025-08-31T07:33:32Z,@Serlokkeselatan,komunikasi buruk ni anggota.jujur aja sih lebih kita terima loh,0,NEGATIF
2025-08-31T07:32:56Z,@user-tm6it7qv3v,"<b>JAWABANNYA MUTER-MUTER MULU PANTAS DIA JADI ANGGOTA DPR, NEXT KITA JARAH SAJA RUMAHNYA, HARTA DIA DARI RAKYAT UNTUK RAKYAT</b>",0,NEGATIF
2025-08-31T07:29:46Z,@althofakhoironi7912,tombol Jaawaaban BODOH buat dpr ini &gt;&gt;&gt;,0,NEGATIF
2025-08-31T07:27:16Z,@Kowaci45,"Etika nya dimna saat rakyatnya susah cari kerja,biaya bahan naik,koruptor banyak eh ini minta naik tunjangan. Apa mereka  ngga tau arti dari efisiensi ?",0,NEGATIF
2025-08-31T07:26:58Z,@AndreBatlajery-u8t,"DPR harus terbuka untuk rakyat.,",0,POSITF
2025-08-31T07:26:35Z,@ruschanel3805,D tanya ngga mau jawab. Buat ap,0,NEGATIF
2025-08-31T07:25:22Z,@brahmaardi,lunyuuu cangkeme 😅,0,NEGATIF
2025-08-31T07:24:33Z,@tymonmas,"Kwtika wakil rqkyat takut untuk speakup scara transpqran perihal gaji mereka itu cerminan kesenjangan itu memiliki tolak takar sangat signifikan, memang bs di benarkan kritikus pemerintahan juga rakyqt indonesia mempertanyaken kinerja mereka sudahkah memenuhu kesejahteraan kami rakyat indonesia",0,NEGATIF
2025-08-31T07:22:57Z,@ashfialcafone382,"Kocak sekali dewan ini, tdk berani nyebut angka, tapi angka yg disampaikan Rosi malah disanggah. Songong",0,NEGATIF
2025-08-31T07:21:47Z,@junatagor9843,Lahhhhh kok takut buka bukaan masalah take home pay resmi yg didapat?? Bagaimana rakyat bisa percaya ke hal lain seperti kinerja dan empati mereka akan penderitaan rakyat.,0,NEGATIF
2025-08-31T07:18:42Z,@taniaeksanti9885,Wes angel kang DPR  jawabane mbulet 😅,0,NEGATIF
2025-08-31T07:17:44Z,@kamdeol5711,apa sih kepentinhanya gtu loh permasalahanya. makamya perlu transparansi gtu,0,NEGATIF
2025-08-31T07:17:06Z,@fentitriana3419,Ruu perampasan aset mana????,0,POSITF
2025-08-31T07:15:47Z,@juragan88suksessejahtera48,"Gaji Take Home Pay DPR maksimal 5-10jt aja yg mana 1-2x UMR seperti di negara maju, harapannya kesaring tuh yg mau jd anggota DPR murni untuk mengabdi ke rakyat dan negara, tapi kan nanti bisa korupsi kalo gaji kecil? gaji gede atau kecil tidak ada jaminan untuk tidak korupsi, makanya uu perampasan aset dan hukum seberat-beratnya untuk koruptor segera disahkan contoh minimal penjara 50tahun tanpa ada remisi dan yg paling ampuh adalah hukuman mati supaya ada efek jera",0,POSITF
2025-08-31T07:15:41Z,@rachmatpurwono5486,"Nggak percaya kalau tunjangan utk rakyat, rakyat yang mana",0,NEGATIF
2025-08-31T07:15:21Z,@SL_Coffee--and--Vape,BAJINGAN KAU DPR! TINGGAL SEBUT SAJA BERAPA NOMINAL NYA! PANTAS RAKYAT SEBEGITU HEBAT MARAHNYA.,0,NEGATIF
2025-08-31T07:13:23Z,@mulyanichannel8879,Kata pak mahfud md tunjangan mereka bisa milyaran bukan lagi ratusan juta,0,NEGATIF
2025-08-31T07:13:20Z,@pikirbudimanhalawa918,Apa susahnya bapak dpr-nya jujur aj si ribet amat dah,0,NEGATIF
2025-08-31T07:11:15Z,@rizukiichirou4272,menyerap aspirasi??? aspirasi yang mana yang diserap heyyyy???,0,NEGATIF
2025-08-31T07:08:30Z,@muliaaman3558,wahai anggota dewan niat anda jadi anggota dewan itu niat nya apa sih buat rakyat apa buat anda sendiri?,0,NEGATIF
2025-08-31T07:08:04Z,@weldimanurung3175,Inilah sosok wakil rakyat pakai jurus,3,NEGATIF
2025-08-31T07:07:28Z,@mustainabdullah7171,Maling ya kayak ini. Suka ngumpetin sesuatu yg harusnya hrus terbuka,0,NEGATIF
2025-08-31T07:06:48Z,@muhammadhaerul3639,ini mau disantronin kerumah ga ya,0,NEGATIF
2025-08-31T07:06:33Z,@MarwahMarnah-n5c6s,Cuihhhhh bating anj,0,NEGATIF
2025-08-31T07:06:14Z,@themoreisee7854,"mukanya panik banget dari awal, dpr apaan begini?!",0,NEGATIF
2025-08-31T07:06:04Z,@martinovwungo8239,Jawab saja bung. Kalo anda benar2 bersih.,0,NEGATIF
2025-08-31T07:05:57Z,@MarwahMarnah-n5c6s,Muak muak si anj dpr,0,NEGATIF
2025-08-31T07:04:43Z,@DutaNugraha-t8o,Jawaban muter muter ga jelas,0,NEGATIF
2025-08-31T07:03:43Z,@kuwatsantoso9727,Mana bisa dibuka jumlah gaji rapat sipatnya formalitas lobi2 yang akhirnya atas persetujuan    tawar menawar bila cair setuju itu sejak dulu TDK bisa disembunyikan. Rosi bisa tanya DPR sudah bohong.,0,NEGATIF
2025-08-31T07:03:13Z,@yongkiimanuel8701,"Perampasan aset aja dulu diketok,,kenapa jadi²?? Itu aja jelass",0,NEGATIF
2025-08-31T07:01:52Z,@earthtime9239,TIDAK USAH KEBANYAKAN DEBAT BUBARIN SAJA SECEPATNYA DPR,0,NEGATIF
2025-08-31T07:01:19Z,@edgartranggana4165,"buset jawab pertanyaan sampai ngos2an, nervous bgt bang",0,NEGATIF
2025-08-31T07:01:11Z,@saipulanwar6551,jatuhnya di luar transparansi,0,NEGATIF
2025-08-31T07:00:14Z,@viqiarifin6939,Apakah semua rakyat Indonesia tidak berhak untuk hidup bahagia juga,0,POSITF
2025-08-31T06:59:49Z,@SA-ev7oq,"You’re working as a public servant, why can you disclose your monthly salary to the public, why you’re so afraid to be transparent so we all knows what’s going on in the parliament",0,NEGATIF
2025-08-31T06:58:54Z,@viqiarifin6939,Anjeng,0,NEGATIF
2025-08-31T06:58:08Z,@muhamadardiansyah4575,lawakan nemen,0,NEGATIF
2025-08-31T06:57:45Z,@BitangPerkasa,Bgus tdk ad DRI,0,OTHER
2025-08-31T06:56:19Z,@wikanapermana9880,Gak bisa bicara 😂,0,NEGATIF
2025-08-31T06:54:38Z,@jonisugiharto8615,"Kepada pejabat itu jangan pakai istilah GAJI, pakailah TAKE HOME PAY",0,NETRAL
2025-08-31T06:52:14Z,@rafi_ashcchannel,"Kedepannya kalau rakyat mencuri yang menghukum pemerintah, tapi kalau pejabat korup yang menghukum rakyat biar adil.",2,POSITF
2025-08-31T06:50:18Z,@Fiqri-e2x,Bohong,0,NEGATIF
2025-08-31T06:45:05Z,@pancasulistianto1327,"Mohon koreksi mbak rossi, pak mahfud md dan krisdayanti sudah pernah menjelaskan detail pendapatan pejabat dan dpr bisa lebih dari 1 M, <br>1. Uang gaji dan tunjangan yg dilaporkan (120anjt)/bulan <br>2. uang aspirasi 450jt x 5 / tahun<br>3. Kunjungan dapil 140jt x 8 / tahun <br>4. mobil sport dinas 970jt , <br>5. penghasilan setiap rapat 5jt/uu/orang, <br>6. makan rapat 170k/sekali makan, <br>7. biaya hotel 9jt/malam <br>8. tiket bisnis gratis kemanapun, <br>9. kunjungan luar negeri 350jt/perjalanan, <br>10. pembagian dari bumn cek aja secara transparan aliran dana semua bumn. Contoh yg terkuak akhir akhir ini csr BI",0,NEGATIF
2025-08-31T06:44:01Z,@reisrv1316,liat perbedaan cara ngomong orang yang memang cinta negara ini.,0,POSITF
2025-08-31T06:43:18Z,@Storysaya89,"Mana ada kembali k rakyatnya 😂😂😂,UU yg kalian sah kan cuman untung buat kalian aj.uu perampasan aset kenapa lama untuk sah kan😂😂😂",0,NEGATIF
2025-08-31T06:40:59Z,@yunitaabaidata-jl2bt,kembali ke rakyat katamu?,0,NEGATIF
2025-08-31T06:40:23Z,@ARWI18,dpr modal duduk dan tidur aja k digaji 100juta lebih,0,NEGATIF
2025-08-31T06:39:08Z,@RapaZaidan-h5u,Dasar maling,0,NEGATIF
2025-08-31T06:39:07Z,@ZaklynKurniawan,Gemes lihat salah satu manusia bebal satu ini guoblok dikira rakyat ini bodoh apa ya 😂😂😂😂,0,NEGATIF
2025-08-31T06:38:38Z,@logis12345,Semakin di tutupi maka semakin tercium aroma busuk nya.,0,NEGATIF
2025-08-31T06:38:19Z,@taufansukarno2054,"Semua yg dibayar pake uang negara, ASN, Dosen, Pegawai Honorer, Pejabat, punya pendapatan yg jelas tertulis secara rinci, gaji pokok brp, tunjangan kinerja brp, tunjangan lain2 brp, dan itu semua transparan ada di slip gaji dan bisa diakses publik, kecuali take home pay Hewan hewan perwakilan rakyat ini",0,NEGATIF
2025-08-31T06:36:05Z,@IndahPerdana-i7i,"Gugup dong anggota dewan, karyawan rakyat ini 😂😂😂",0,NEGATIF
2025-08-31T06:33:50Z,@Supraherex89,"Berarti kalau gaji nya tidak sefatasis itu terus lari kemana uang itu sisa nya ? Sedangkan dari anggota yg lain lebih dari 1m? Yg bnar mana? Perlu di selidiki benar &quot; pembohong ,coba trasip semua kekayaan dan gaji para anggota dewan.",0,NEGATIF
2025-08-31T06:32:03Z,@ZaklynKurniawan,"Memalukan GK  berani ngomong ,SIAP2 DMSA dimasa 😅😅😂😂😂",0,NEGATIF
2025-08-31T06:31:25Z,@Ridwanone-s3o,"Anggota dewan TDK berani terbuka masalah gaji, karna gajix sebagian gaji untuk hidup mewah dn joget2 aja,",0,NEGATIF
2025-08-31T06:31:11Z,@agoesassikin7194,"dari bicaranya, kualitas anggota DPR jauh lebih rendah dari konten kreator",0,NEGATIF
2025-08-31T06:30:49Z,@Wong_ndeso-r2h,DPR itu adlh lembaga paling jeli n kreatif dalam mencari celah tunjangan.🎉🎉🎉🎉,0,NEGATIF
2025-08-31T06:30:05Z,@yayathidayat9898,Astaga ini anggota DPR kualitasnya bikin istighfar tiap dia ngomong,0,NEGATIF
2025-08-31T06:29:48Z,@AgusWidodo-h1b,Ditutup2 Pi ora usah di undang ros,0,NEGATIF
2025-08-31T06:29:14Z,@AdeEmanSulaeman,DPR RAKUS WAKIL RAKYAT TAPI TIDAK BERPIHAK KE RAKYAT.DPR HARUS BETANGGUNG JAWAB ATAS MUSIBAH YANG TERJADI BANYAK KORBAN POLISI DAN PENDEMO.BURUH TERUS LAH BERJUANG.BERGANDENG TANGANLAH DENGAN POLISI UNTUK TUJUAN YANG BAIK.JANGAN MALAH SALING LEMPAR.SEKARANG DEMO YANG MENANG DPR DOONG.PENDEMO DAN POLISI MENDERIRA DEH.,0,NEGATIF
2025-08-31T06:28:33Z,@AgusSusanto-dk7jc,rakyat Indonesia inikah wakil mu? 😂😂😂,0,NEGATIF
2025-08-31T06:27:45Z,@PengenViral-e7c,Suara Rakyat kalian abaikan Sekarang rakyat menuntut keadilan jangan salahkan rakyat bila bertindak anarkis🏃,0,NEGATIF
2025-08-31T06:26:00Z,@FeliciaSandriaWijaya_15,Pak DPR yg bicara tapi kok aku yang malu 😫,0,NEGATIF
2025-08-31T06:25:37Z,@Loveoren,Gaji DPR beserta tunjangannya adalah yang terbesar di dunia dibandingkan negara lain,24,NETRAL
2025-08-31T06:47:06Z,@alqindims,Negara lain nya negara mana ?,0,NETRAL
2025-08-31T10:34:59Z,@ferdianwahyu6952,@@alqindims banayk semua lu cek aja datanya,0,POSITIF
2025-08-31T13:38:10Z,@diorduser-y7b,indo 230juta negara lain rata2 fiatas 500juta bung tapi gaji UMR rakyatnya rata2 diatas 20juta ada yg 70juta perbulan UMRnya. kalo di indo DPR 230 juta tapi UMR rata2 3.5 juta terlalu banyak kesenjangan sosial. di luar kesenjangan anggota DPR gaji rakyat sama anggota dewan maksimal 10x lipt sedang kan di indo 25x lipatnya.,1,NEGATIF
2025-08-31T06:25:30Z,@handhi1872,JANGAN UNDANG LAGI TUH ANGGAOTA DPR<br>TAK PAHAM APA2,0,NEGATIF
2025-08-31T06:24:38Z,@yayathidayat9898,yaaaah kelihatan kan kualitasnya DPR Hahaha,0,NEGATIF
2025-08-31T06:24:24Z,@ferdiagustianp8155,Dalam hati &quot;nyesel gua mau di undang ke sini&quot;😂,0,NEGATIF
2025-08-31T06:23:09Z,@roymakay9676,"Anggota dpr kaya begini, dah lah kita sudah tau, apalagi yg namanya banggar 😂😂",0,NEGATIF
2025-08-31T06:21:25Z,@MasBrobro-z1q,Rakyat makan beras buloq.pejabat dapat uang 12 jt perbulan buat uanh beras.rakyat tidur beralaskan tikar pejabat minta uang 3 jt perhari buat uang sewa kamar.rakyat di kenakan pajak pejabat bebas pajak.rakyat di kasih uang makan 10000 perhari untuk MBG pejabat dapat 171 000 sekali makan.  Rakyat menyampaikan aspirasi di halau dgn aparat pejabat dapat uang aspirasi.rakyat cari makan sendiri pejabat minta gaji besar.para pejabat baik pemerintahan.TNI Polri maupun ASN dan anggota dewan semuanya hanya mikirin perut dan gaya hidup.sebaiknya semua di gaji standart UMR tdk ada tunjangan apapun biar sama sama rakyat bangun bangsa,0,NEGATIF
2025-08-31T06:20:48Z,@Lucky7-qy3rk,"kan udah di spill tipis2 sama Krisdayanti, yaudah tinggal cocokin aja sama pengeluaran anggaran buat dpr, kalau ada yg miss berarti banyak mark-up dan nol transparansi wkwkwkwkw",0,NEGATIF
2025-08-31T06:17:18Z,@shii4951,"pede banget bang ahmad, omongannya ga ada substansi",0,NEGATIF
2025-08-31T06:14:27Z,@m.saifulanam4584,R.I.P  DPR,0,NEGATIF
2025-08-31T06:13:35Z,@grngaji2791,cuma di Indonesia yang paling tinggi perbandingannya,0,NETRAL
2025-08-31T06:13:28Z,@danizaidanfaqih4613,tolong di next eps host nya jangan motong pembicaraan jika guest sedang berpendapat,0,NEGATIF
2025-08-31T06:12:59Z,@ibnuhasan4,hanya bisa bungkus omon-omon dengan kalimat manis. isinya kosong,0,NEGATIF
2025-08-31T06:12:01Z,@gemahstudio,Penjelasannya berbelit2 sperti ular. Terlalu banyak rekayasa omon omon,0,NEGATIF
2025-08-31T06:11:49Z,@andres2698,Anda DPR jawab aja. Dirut Dirut ratusan juta bahkan milyaran perbulan. Itu yg oplosh BBM informasi 3 m 😂😂😂,0,NETRAL
2025-08-31T06:10:53Z,@ibnuhasan4,ngomong muter-muter bingung apa yang akan dikatakan. kelihatan kosongnya,0,NEGATIF
2025-08-31T06:09:55Z,@SuhartiniAbdulrahman-v2i,Lain di tanya lain di jawab,0,NEGATIF
2025-08-31T06:09:55Z,@florentinaimelda2658,Harusnya gaji dan tunjangan DPR ya rakyat yang tentukan besarannya ya. Kan bosnya adalah rakyat  😅,0,POSITIF
2025-08-31T06:08:33Z,@sasosakasora5301,"Mereka digaji dengan uang rakyat, tapi rakyat ga boleh tau besaran gajinya, aneh tapi nyata.",0,NEGATIF
2025-08-31T06:08:14Z,@fakta_guys,"intinya jangan ada tunjangan², gaji pokok saja sudah titik<br>karena semua ingin jd calon DPR karena tunjangannya, coba kalau gaji pokok saja saya yakin kagak ada yg mau mencalon jadi DPR.",0,POSITIF
2025-08-31T06:07:34Z,@Rocket_Alaska,DPR KUNYUK,0,NEGATIF
2025-08-31T06:07:25Z,@Fun_Football23,Agakk kocak ni DPR model begini.,0,NEGATIF
2025-08-31T06:07:23Z,@ZAEDIaimanAIDAN,Ggk usah geles keliatan jelas wakil DPR ini bisaya sembuyi²kan yelinepin uang rakyat,0,NEGATIF
2025-08-31T06:06:48Z,@HASTO-nj2yw,Yg di share ke publik cuma yg kecil kecil nominalnya.Dana aspirasi 450jt  5XSetahun dan kunjungan dapil 140jt  8 X Setahun kok tidak di publikasikan?,0,NEGATIF
2025-08-31T06:06:36Z,@MakanEnak-f2z,Sahkan 12tuntutan yg sudah viral,0,POSITIF
2025-08-31T06:05:22Z,@jusufwonatta7277,"Harusnya tramsparansi kinerja  anggota Dpr hrs dibuka ke publik,,,seperti absensi rapat2 anggota dewan dari rapat komisi sampai rapat2 paripurna,,,",0,POSITIF
2025-08-31T06:04:08Z,@danizaidanfaqih4613,yang kudengar hanyalah &quot;blablabla&quot;,0,NEGATIF
2025-08-31T06:03:15Z,@ariefrachman2045,Tdk sampai 230jt??? Anda fix sudah dbungkam,0,NEGATIF
2025-08-31T06:03:02Z,@PejuangGs,bukaaaaa dongggggggg  gak mau terbukaa,0,NEGATIF
2025-08-31T06:02:55Z,@AbidanPanjaitan-l2j,Bagaimana mulai bulan depan dilakukan setiap pendapatan DPR atau pejabat negara harus dikenakan pajak apapun jabatannya atau kedudukannya biar adil semua dikenakan beban pajak jangan hanya pendapatan masyarakat.,0,POSITIF
2025-08-31T06:02:05Z,@mettamuliaabadi7848,DPR = DEWAN PESTA UANG RAKYAT,0,NEGATIF
2025-08-31T06:01:39Z,@guntanaramahendra3960,Mbulet,0,NEGATIF
2025-08-31T06:01:15Z,@wongngembag2799,dari gerakan postur tubuh sangat grogi,0,NEGATIF
2025-08-31T06:00:53Z,@PaisalSal-os5hk,Mana berani membongkar tunjangan DPR maling semua,0,NEGATIF
2025-08-31T05:58:57Z,@mchhari_14,ya berapa sebutlah bapak irawan,0,NEGATIF
2025-08-31T05:58:05Z,@suryadipasaribu8603,Gaji dan tunjangan sudah besar tapi masih korupsi wkwk,0,NEGATIF
2025-08-31T05:58:01Z,@rizkiiansyahh,Bilang salah tapi gak mau transparan hahaha,0,NEGATIF
2025-08-31T05:57:52Z,@jimmysandisaputra7036,Satu perwakilan DPR ini jadi bukti betapa bangsatnya DPR. dia gak bisa menjawab penghasilan sendiri.,1,NEGATIF
2025-08-31T05:56:52Z,@ahmadoktafiandri4607,Tkt dia,0,NEGATIF
2025-08-31T05:56:43Z,@mchhari_14,tinggal sebut berapa pa irawan? panjang bner bacotnya,0,NEGATIF
2025-08-31T05:56:23Z,@mchhari_14,tinggal sebut berapa? panjang bner bacotnya,0,NEGATIF
2025-08-31T05:55:18Z,@ilmusyari91299,"TURUNKAN GAJI DAN TUNJANGAN DPR DIJAMIN DAN TERLIHAT SIAPA YANG BERTAHAN IKHLAS MENJADI DPR TELIHAT, SIAPA YG MENJADI ANGGOTA DPR DALAM RANGKA MENCARI KEKAYAAN ATAU BENAR BENAR MEMBANTU RAKYAT",0,POSITIF
2025-08-31T05:54:43Z,@falahudin974,Sama bodoh ya dengan anggota DPR lain ya 😂😂,0,NEGATIF
2025-08-31T05:52:43Z,@animalhusbandry2273,acara ampasss  narasumber dari dpr terlalu dungu ga ngerti inti pembicaraan,0,NEGATIF
2025-08-31T05:51:59Z,@laboratravel349,"Ga butuh banyak anggota DPR,,,,banyak pajak yang diperas dan sudah banyak PHK,tapi bayar pajak,,,,aspirasi itu agar bayar pajak dibesarin",0,NEGATIF
2025-08-31T05:51:29Z,@ariefsyahh,Wkwkwkwk,0,NEGATIF
2025-08-31T05:50:44Z,@ilmusyari91299,Cetak aja SLIP GAJI DAN TUNJANGANNYA KE REKENING KORAN PERLIHATKAN KEPADA RAKYAT,0,NEGATIF
2025-08-31T05:50:25Z,@AhmadArfaazAvicienna,Di buka dgn jujur,0,NEGATIF
2025-08-31T05:50:20Z,@zihoe120cc9,"Ini nih sifat DPR banget, bacodnya ngalor ngidul doang.<br>Tinggal sebutin aja nominalnya, ngengkeng banget.",0,NEGATIF
2025-08-31T05:50:14Z,@khumaedi_irf4n,Semua dpr pendusta. Karna gajinya milyaran per bulan,0,NEGATIF
